#srch1
CSM1DC-001	妙蛙种子 bulbasaur pokemon g basic csm1dc a  草  飞叶快刀 30\n\n\n 飞叶快刀 gc 30
CS2DaC-037	伊布 eevee pokemon c basic cs2dac e  连续舞步 30×\n抛掷硬币直到出现反面 造成正面次数×30点伤害 \n\n 连续舞步 c 30× 抛掷硬币直到出现反面 造成正面次数×30点伤害 
CS4DaC-337	伊布 eevee pokemon c basic cs4dac e  连续舞步 30×\n抛掷硬币直到出现反面 造成正面次数×30点伤害 \n\n 连续舞步 c 30× 抛掷硬币直到出现反面 造成正面次数×30点伤害 
CS4aC-111	伊布 eevee pokemon c basic cs4ac e  伊布搜索 \n选择自己牌库中最多3张 宝可梦v  在给对手看过之后 加入手牌 并重洗牌库 \n\n 踩 20\n\n\n 伊布搜索 c 选择自己牌库中最多3张 宝可梦v  在给对手看过之后 加入手牌 并重洗牌库  踩 cc 20
CS6.1C-003	伊布 eevee pokemon c basic cs6 1c e  准备 \n选择自己手牌中的1张基本能量 附着于这只宝可梦身上 \n\n 咬住 30\n\n\n 准备 c 选择自己手牌中的1张基本能量 附着于这只宝可梦身上  咬住 ccc 30
CSGC-007	伊布 eevee pokemon c basic csgc e  伊布搜索 \n选择自己牌库中最多3张 宝可梦v  在给对手看过之后 加入手牌 并重洗牌库 \n\n 踩 20\n\n\n 伊布搜索 c 选择自己牌库中最多3张 宝可梦v  在给对手看过之后 加入手牌 并重洗牌库  踩 cc 20
SSP-101	伊布 eevee pokemon c basic ssp e  准备 \n选择自己手牌中的1张基本能量 附着于这只宝可梦身上 \n\n 咬住 30\n\n\n 准备 c 选择自己手牌中的1张基本能量 附着于这只宝可梦身上  咬住 ccc 30
SSP-123	伊布 eevee pokemon c basic ssp e  准备 \n选择自己手牌中的1张基本能量 附着于这只宝可梦身上 \n\n 咬住 30\n\n\n 准备 c 选择自己手牌中的1张基本能量 附着于这只宝可梦身上  咬住 ccc 30
SSP-127	伊布 eevee pokemon c basic ssp e  准备 \n选择自己手牌中的1张基本能量 附着于这只宝可梦身上 \n\n 咬住 30\n\n\n 准备 c 选择自己手牌中的1张基本能量 附着于这只宝可梦身上  咬住 ccc 30
CBB2C-0102	伊布 eevee pokemon c basic cbb2c f 特性  共鸣进化\n在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 撞击 20\n\n\n 撞击 cc 20 共鸣进化 在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 
CBB2C-0104	伊布 eevee pokemon c basic cbb2c f 特性  共鸣进化\n在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 撞击 20\n\n\n 撞击 cc 20 共鸣进化 在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 
CBB2C-0106	伊布 eevee pokemon c basic cbb2c f 特性  共鸣进化\n在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 撞击 20\n\n\n 撞击 cc 20 共鸣进化 在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 
CBB2C-0108	伊布 eevee pokemon c basic cbb2c f 特性  共鸣进化\n在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 撞击 20\n\n\n 撞击 cc 20 共鸣进化 在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 
CBB2C-0110	伊布 eevee pokemon c basic cbb2c f 特性  共鸣进化\n在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 撞击 20\n\n\n 撞击 cc 20 共鸣进化 在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 
CBB2C-0112	伊布 eevee pokemon c basic cbb2c f 特性  共鸣进化\n在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 撞击 20\n\n\n 撞击 cc 20 共鸣进化 在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 
CBB2C-0115	伊布 eevee pokemon c basic cbb2c f 特性  共鸣进化\n在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 撞击 20\n\n\n 撞击 cc 20 共鸣进化 在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 
CS6.5C-056	伊布 eevee pokemon c basic cs6 5c f 特性  共鸣进化\n在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 撞击 20\n\n\n 撞击 cc 20 共鸣进化 在自己的回合 如果从手牌使出宝可梦使自己的其他 伊布 进行进化了的话 则可使用1次 从自己的牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 
151C-133	伊布 eevee pokemon c basic 151c g  多彩亲友 \n选择自己牌库中 属性各不相同的宝可梦最多3张 在给对手看过之后 加入手牌 并重洗牌库 \n\n 跳接 10\n\n\n 多彩亲友 c 选择自己牌库中 属性各不相同的宝可梦最多3张 在给对手看过之后 加入手牌 并重洗牌库  跳接 c 10
CSV4C-103	伊布 eevee pokemon c basic csv4c g  应援 \n选择自己手牌中的1张能量 附着于自己的宝可梦身上 \n\n 重踢 20\n\n\n 应援 c 选择自己手牌中的1张能量 附着于自己的宝可梦身上  重踢 cc 20
CSVH5C-025	伊布 eevee pokemon c basic csvh5c g  无  应援 \n选择自己手牌中的1张能量 附着于自己的宝可梦身上 \n\n 无  无  重踢 20\n\n\n 应援 c 选择自己手牌中的1张能量 附着于自己的宝可梦身上  重踢 cc 20
SVP-061	伊布 eevee pokemon c basic svp g  呼朋引伴 \n选择自己牌库中的1张 基础 宝可梦 放于备战区 并重洗牌库 \n\n 撞击 30\n\n\n 呼朋引伴 c 选择自己牌库中的1张 基础 宝可梦 放于备战区 并重洗牌库  撞击 ccc 30
CBB4C-0401	伊布 eevee pokemon c basic cbb4c h  觉醒 \n从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 电光一闪 20+\n抛掷1次硬币如果为正面 则追加造成20伤害 \n\n 觉醒 c 从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库  电光一闪 ccc 20+ 抛掷1次硬币如果为正面 则追加造成20伤害 
CBB4C-0402	伊布 eevee pokemon c basic cbb4c h  觉醒 \n从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 电光一闪 20+\n抛掷1次硬币如果为正面 则追加造成20伤害 \n\n 觉醒 c 从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库  电光一闪 ccc 20+ 抛掷1次硬币如果为正面 则追加造成20伤害 
CBB4C-0403	伊布 eevee pokemon c basic cbb4c h  觉醒 \n从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 电光一闪 20+\n抛掷1次硬币如果为正面 则追加造成20伤害 \n\n 觉醒 c 从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库  电光一闪 ccc 20+ 抛掷1次硬币如果为正面 则追加造成20伤害 
CBB4C-0404	伊布 eevee pokemon c basic cbb4c h  觉醒 \n从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 电光一闪 20+\n抛掷1次硬币如果为正面 则追加造成20伤害 \n\n 觉醒 c 从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库  电光一闪 ccc 20+ 抛掷1次硬币如果为正面 则追加造成20伤害 
CBB4C-0405	伊布 eevee pokemon c basic cbb4c h  觉醒 \n从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 电光一闪 20+\n抛掷1次硬币如果为正面 则追加造成20伤害 \n\n 觉醒 c 从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库  电光一闪 ccc 20+ 抛掷1次硬币如果为正面 则追加造成20伤害 
CBB4C-0406	伊布 eevee pokemon c basic cbb4c h  觉醒 \n从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 电光一闪 20+\n抛掷1次硬币如果为正面 则追加造成20伤害 \n\n 觉醒 c 从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库  电光一闪 ccc 20+ 抛掷1次硬币如果为正面 则追加造成20伤害 
CBB4C-0407	伊布 eevee pokemon c basic cbb4c h  觉醒 \n从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 电光一闪 20+\n抛掷1次硬币如果为正面 则追加造成20伤害 \n\n 觉醒 c 从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库  电光一闪 ccc 20+ 抛掷1次硬币如果为正面 则追加造成20伤害 
CSV7C-157	伊布 eevee pokemon c basic csv7c h  觉醒 \n从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库 \n\n 电光一闪 20+\n抛掷1次硬币如果为正面 则追加造成20伤害 \n\n 觉醒 c 从自己牌库中选择1张从这只宝可梦进化而来的卡牌 放于这只宝可梦身上进行进化 并重洗牌库  电光一闪 ccc 20+ 抛掷1次硬币如果为正面 则追加造成20伤害 
CSV8C-166	伊布 eevee pokemon c basic csv8c h  多彩捕捉 \n选择自己牌库中 属性各不相同的基本能量最多3张 在给对手看过之后 加入手牌 并重洗牌库 \n\n 头锤 20\n\n\n 多彩捕捉 c 选择自己牌库中 属性各不相同的基本能量最多3张 在给对手看过之后 加入手牌 并重洗牌库  头锤 cc 20
CSV9.5C-139	伊布 eevee pokemon c basic csv9 5c h 特性  突进进化\n只要这只宝可梦 在战斗场上 则即使是最初的自己的回合 以及刚被放出的回合也可进行进化 \n\n 突击 30\n给这只宝可梦也造成10伤害 \n\n 突击 cc 30 给这只宝可梦也造成10伤害  突进进化 只要这只宝可梦 在战斗场上 则即使是最初的自己的回合 以及刚被放出的回合也可进行进化 
CSV9C-153	伊布 eevee pokemon c basic csv9c h 特性  突进进化\n只要这只宝可梦 在战斗场上 则即使是最初的自己的回合 以及刚被放出的回合也可进行进化 \n\n 突击 30\n给这只宝可梦也造成10伤害 \n\n 突击 cc 30 给这只宝可梦也造成10伤害  突进进化 只要这只宝可梦 在战斗场上 则即使是最初的自己的回合 以及刚被放出的回合也可进行进化 
CSVSC-045	伊布 eevee pokemon c basic csvsc h  呼朋引伴 \n选择自己牌库中的1张 基础 宝可梦 放于备战区 并重洗牌库 \n\n 啃咬 20\n\n\n 呼朋引伴 c 选择自己牌库中的1张 基础 宝可梦 放于备战区 并重洗牌库  啃咬 cc 20
CSV9.5C-140	伊布ex eevee ex pokemon ex c basic csv9 5c h 特性  虹色因子\n这只宝可梦 可以从手牌中使出从 伊布 进化而来的 宝可梦 ex   放于这只宝可梦身上进行进化  在自己最初的回合 以及刚出场的回合无法进化  \n\n 火  水  雷  石英闪耀 200\n\n\n 石英闪耀 rwl 200 虹色因子 这只宝可梦 可以从手牌中使出从 伊布 进化而来的 宝可梦 ex   放于这只宝可梦身上进行进化  在自己最初的回合 以及刚出场的回合无法进化  
CSV9.5C-245	伊布ex eevee ex pokemon ex c basic csv9 5c h 特性  虹色因子\n这只宝可梦 可以从手牌中使出从 伊布 进化而来的 宝可梦 ex   放于这只宝可梦身上进行进化  在自己最初的回合 以及刚出场的回合无法进化  \n\n 火  水  雷  石英闪耀 200\n\n\n 石英闪耀 rwl 200 虹色因子 这只宝可梦 可以从手牌中使出从 伊布 进化而来的 宝可梦 ex   放于这只宝可梦身上进行进化  在自己最初的回合 以及刚出场的回合无法进化  
CSV9.5C-246	伊布ex eevee ex pokemon ex c basic csv9 5c h 特性  虹色因子\n这只宝可梦 可以从手牌中使出从 伊布 进化而来的 宝可梦 ex   放于这只宝可梦身上进行进化  在自己最初的回合 以及刚出场的回合无法进化  \n\n 火  水  雷  石英闪耀 200\n\n\n 石英闪耀 rwl 200 虹色因子 这只宝可梦 可以从手牌中使出从 伊布 进化而来的 宝可梦 ex   放于这只宝可梦身上进行进化  在自己最初的回合 以及刚出场的回合无法进化  
CSM2aC-120	伊布gx eevee-gx pokemon gx c basic csm2ac c 特性  觉醒因子\n这只宝可梦 在自己的回合 可以从手牌使出从 伊布 进化而来的卡牌 放于其身上进行进化 在自己最初的回合 以及这只宝可梦刚出场的回合除外  在进化前 将这只宝可梦的hp 全部回复 \n\n 突进冲刺 100\n\n\n 幸福制造者gx \n将自己弃牌区中的任意3张卡牌 在给对手看过之后 加入手牌  对战中 己方的gx招式只能使用1次  \n\n 突进冲刺 ccc 100 幸福制造者gx c 将自己弃牌区中的任意3张卡牌 在给对手看过之后 加入手牌  对战中 己方的gx招式只能使用1次   觉醒因子 这只宝可梦 在自己的回合 可以从手牌使出从 伊布 进化而来的卡牌 放于其身上进行进化 在自己最初的回合 以及这只宝可梦刚出场的回合除外  在进化前 将这只宝可梦的hp 全部回复 
CSM2aC-177	伊布gx eevee-gx pokemon gx c basic csm2ac c 特性  觉醒因子\n这只宝可梦 在自己的回合 可以从手牌使出从 伊布 进化而来的卡牌 放于其身上进行进化 在自己最初的回合 以及这只宝可梦刚出场的回合除外  在进化前 将这只宝可梦的hp 全部回复 \n\n 突进冲刺 100\n\n\n 幸福制造者gx \n将自己弃牌区中的任意3张卡牌 在给对手看过之后 加入手牌  对战中 己方的gx招式只能使用1次  \n\n 突进冲刺 ccc 100 幸福制造者gx c 将自己弃牌区中的任意3张卡牌 在给对手看过之后 加入手牌  对战中 己方的gx招式只能使用1次   觉醒因子 这只宝可梦 在自己的回合 可以从手牌使出从 伊布 进化而来的卡牌 放于其身上进行进化 在自己最初的回合 以及这只宝可梦刚出场的回合除外  在进化前 将这只宝可梦的hp 全部回复 
